image,pred_caption_lstm,ground_truth,sentence_bleu4
2201951969_0d7520d648.jpg,a man in a black wetsuit is surfing on a surfboard,a female surfer | A woman in a wetsuit aids a fish in need of attention . | A woman in a wetsuit in surfing in the ocean . | A young woman wearing a wetsuit is in the ocean . | The surfer is wearing a black body suit while picking up her board .,0.09661156602817902
1236951314_0308dc4138.jpg,a man in a blue wetsuit is surfing on a surfboard,A boy in a wetsuit jumps into a pool with a bald man . | A boy with goggles jumping into a pool containing a man . | A child is jumping into a pool while a man is watching the child | A swimming person is watching a child jump into a pool with blue water . | A young boy jumps in a swimming pool towards a bald man in the water .,0.09661156602817902
186890605_ddff5b694e.jpg,a person is jumping off a cliff,A guy in swimming trunks flying on a rope swing above a lake . | A man is rope-swinging off a tree into a lake . | A man is swinging on a rope swing into a lake . | A person uses a rope swing over the water . | There is a man swinging off a rope swing into a lake .,0.09207673976233019
2220175999_081aa9cce8.jpg,a dog is running through the water,Two big dogs wade in the ocean | Two dogs are wading in a river . | Two dogs play in the water . | Two dogs wade in the water . | Two dogs walk in a body of water .,0.09068059995923879
1732217138_aa0199ef87.jpg,a man in a black shirt and a white shirt is sitting on a bench,"The couple eat their meal outside . | two people sit on a bench . | Two people sitting , facing away , with dreadlocks . | Two people with dreadlocks . | Two people with dreadlocks sit on a wooden bench .",0.09017802119356079
2287887341_663bfa15af.jpg,a dog is chewing on a red leash,A dog pants inside a car | A dog sits in a car with its tongue sticking out . | A dog wearing a blue leash rides in a car . | A light colored dog with blue leash attached is sitting in a vehicle . | The dog waits patiently in the car for its owner .,0.089563496460826
1580172290_e19067e0dd.jpg,a little boy is playing with a toy,A baby and a young boy playing . | A young boy crawls with a toddler . | Two children on hands and knees on a wood floor . | Two kids play on the floor . | two young babies crawling on a wood floor,0.089563496460826
134724228_30408cd77f.jpg,a man and a woman are walking on a beach,Two girls are walking down a dirt road in a park . | Two women walking down a dirt road with a man far behind . | Two women walking on an outdoor trail . | Two young women are walking along a rural path bordered by trees . | Two young women walk along a dirt road .,0.08925476058960655
2245914678_1f82fc3d80.jpg,a woman in a black dress is holding a violin,A girl with dyed red hair wearing striped clothing talking on a cellphone . | A girl with read dreadlocks is talking on the phone . | a red haired girl with a black and white striped shirt talking on a cellphone | A woman with bright red hair and striped clothing talks on a phone . | A woman with red hair and a black striped shirt talking on the phone .,0.08913289712923907
141140165_9002a04f19.jpg,a baseball player in a red uniform is running with a ball,A little boy points to the face of another little boy in base in a baseball game . | a little league player points to another player . | A young baseball player is pointing a finger in the face of a player on the other team . | Two boys on oppsite sides of the baseball teams arguing with each other at a base . | Two little league players are next to a base in the field .,0.08886817068633099
1561658940_a947f2446a.jpg,a little boy in a blue shirt is swinging on a tire swing,A little girl in a swing laughs . | A little girl is swinging in her brightly colored swing outside . | A little girl sits in a plastic swing set . | A young girl on a swing . | Girl wearing pink pants smiles in baby swing,0.08849934821270992
1517340899_ee1c74a8f6.jpg,a boy in a blue shirt is jumping into a pool,A girl jumping in the grass . | A girl jumps in the grass . | A young blonde girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out . | The blond girl is jumping up in the air . | The girl in a pink shirt jumps high over the grass .,0.08443224175832133
1262454669_f1caafec2d.jpg,a white dog is running through a grassy area,A girl in a white shirt is sitting on a park bench with a dog next to her . | A woman eats on a bench while a brown and white leashed dog stands next to her . | a woman is sitting on a bench with a latte in her lap and a white dog on a blue leash to her side . | A woman sits on a bench at the park with her dog in front of her . | Woman sitting on bench and holding the leash of a large white and brown dog .,0.08429338819107514
1057089366_ca83da0877.jpg,a boy in a pool is jumping into a pool,A boy descends off the end of a high diving board . | A child jumps off a high diving board into the pool . | A kid jumps off the diving board and into the swimming pool below . | A little kid is jumping off a high dive at the pool . | The boy is jumping off a high diving board into the pool .,0.08381953979674349
1007129816_e794419615.jpg,a man in a black shirt and a white shirt is standing in front of a brick wall,A man in an orange hat starring at something . | A man wears an orange hat and glasses . | A man with gauges and glasses is wearing a Blitz hat . | A man with glasses is wearing a beer can crocheted hat . | The man with pierced ears is wearing glasses and an orange hat .,0.08289924413502411
2079554580_f18d5c181b.jpg,a dog is jumping over a log in a grassy area,A Dalmatian dog running downhill through leaves in a wooded area . | A dalmatian runs through the woods . | A dog runs in the woods . | A dog runs through a very wooded area . | The Dalmation is running through the woods .,0.08124031954514328
181415975_2627aa6668.jpg,a man in a black wetsuit is surfing on a surfboard,A blonde man is wakeboarding and is jumping into the air . | a blond man jumping through the air over the ocean | A blond man on a single waterski . | A man gets air time on his wakeboard . | Man airborne on wakeboard with elevation in the background and blue water .,0.08124031954514328
2141065212_463a6997e1.jpg,a man in a red uniform is holding a football,A man wearing a black hat and coat makes a face with a crowd behind him . | A man wears a NASCAR jacket . | An elderly man is wearing a black jacket covered in sponsorship logos . | Older man with glasses wearing a car racing hat and jacket . | The white haired man in the black baseball cap is wearing a black jacket covered with car racing emblems .,0.08065078050048546
2226534154_cbcab7ba32.jpg,a group of people are sitting on a couch,A woman in a purple dress plays with her hair while waiting in a lobby . | A woman in a purple dress rubs her head as other people look on . | People are gathered at a bar . | The woman in the purple dress is looking towards the people at the door with her hand running through her hair . | Woman at bar looks on at another woman being approached by a man,0.07948346282299562
2092870249_90e3f1855b.jpg,a man is riding a bike through a <unk>,"A man lies on a street with his head and shoulders under a parked car that is jacked up . | A man looks under a car on a wet street . | A man works on a car . | A person lies half under a car , face-down . | A person underneath a car with a jack .",0.07948346282299562
2390369143_6523253a73.jpg,a dog is running through a field of water,The greyhound racing dogs are running around a bend in the track . | There are three dogs racing around a muddy track . | Three dogs are making a turn in a dog race . | Three greyhound dogs wearing muzzles round the corner of a racetrack . | Three greyhounds racing around the corner of a track .,0.07948346282299562
233327292_3bcbc3783f.jpg,a group of people are sitting on a couch,A man in a grey suit kneels in front of a woman in a white dress . | A man is removing a garter for a lady . | A man putting a garter on a woman . | a woman sitting in a chair while a man is removing her garter belt | Man removing garter during wedding,0.07948346282299562
201682811_105241dee3.jpg,a group of children playing in a fountain,"Two men are approaching a gold colored statue of Gandhi . | Two men are standing in a street , one appears to be throwing something . | Two people look up towards a gold statue . | Two people stand and gaze at a golden statue . | Two young men play outside near a golden statue of Ghandi .",0.07882588442342651
1396064003_3fd949c9dd.jpg,a man is jumping off a cliff,A man hangs upside in the air over the water . | an upside down man doing a flip on a waterski board | A person did a side flip while water boarding . | A person upside down on a water board . | A wakeboarder performs a flip while being towed at high speed .,0.07860900804075133
1003163366_44323f5815.jpg,a small child is playing with a small dog on a playground,A man lays on a bench while his dog sits by him . | A man lays on the bench to which a white dog is also tied . | a man sleeping on a bench outside with a white and black dog sitting next to him . | A shirtless man lies on a park bench with his dog . | man laying on bench holding leash of dog sitting on ground,0.07766501652420724
1075881101_d55c46bece.jpg,a woman is sitting on a <unk> with a black dog,a boy cleans the bubbles off his face . | A boy covered in suds has his face wiped clean . | A boy is covered in bubbles . | A child covered in foam is climbing on a black inflatable ramp . | A person covered in soapy water is getting cleaned off .,0.07762047774578669
2219805677_7b7cc188c7.jpg,a dog runs through the grass,A dog gets ready to catch a yellow ball while standing in the sand . | A dog trying to catch a tennis ball . | A dog watches a tennis ball on the beach . | A gold dog is on the beach and is looking at the tennis ball in the air . | a golden dog tries to catch a ball,0.07705879552382316
1244140539_da4804d828.jpg,a dog is playing with a ball in a backyard,A black and brown dog is laying on a white shaggy carpet . | A brown and black dog is laying on a shaggy rug . | a small brown and black dog lying down in a furry rug . | A small dog is sitting on white carpet . | A small dog shakes its head on a white shag carpet .,0.07705720691484533
2097403787_77a154f5b9.jpg,a man stands on a cliff overlooking the ocean,a lone person standing on some rocks with large snowy mountains in the background . | A man is standing on the rocky ground in front of the mountain . | A man standing in front of an icy mountain . | The person is standing by the water in front of the snow topped mountains . | The traveller pauses in front of the mountain view .,0.07517081801936397
1998457059_c9ac9a1e1a.jpg,a man in a blue wetsuit is surfing a wave,a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water . | A child is pushed by a large wave while holding his yellow surfboard . | Four swimmers in the crystal blue ocean with yellow surfboards . | People surfboarding and standing in the ocean . | some wakeboarders riding waves on a beach busy with tourists,0.07495153367715524
2242863004_3a9f82a31f.jpg,a dog is running through a grassy area,A dog attempting to chew on a red ball . | A dog with a red ball . | A German shepherd is playing with a red ball . | A German Shepherd is playing with a red ball . | a German Sheppard dog bting a large red ball,0.07475095167059852
2396746868_0727e06983.jpg,a little girl in a pink shirt is climbing on a playground,A boy going down a small blue slide . | a kid sliding down a slide while another kid looks on | A little boy is going down a blue slide . | A little boy is watching another little boy ride on a blue slide . | Two little blonde boys play on a slide in the backyard .,0.07472892616029096
2251747182_6b67a3ab8b.jpg,a basketball player in a red uniform is running with a ball,"A boy playing basketball in a gym | A young boy holding a basketball about to shoot . | A young boy , playing basketball , is getting ready to take a shot . | The boy in the white jersey is dribbling the orange Wizards basketball . | The little boy in the red shorts is going to shoot a basket .",0.07472892616029096
1557451043_f5c91ff6f4.jpg,a man in a black wetsuit is surfing on a surfboard,A girl is sitting on the beach and staring at the ocean . | A woman in a dress and baseball cap sits next to the water . | A woman sits on a rocky beach looking a yellow object in the water . | The girl in the blue dress and the baseball cap is sitting near the ocean . | The woman is looking out on the beach .,0.07418059396767021
2241768909_3d96d48417.jpg,a man in a black jacket is standing on a rock overlooking a rocky area,A guy is staring at a blonde lady in a blue jacket . | A man stands next to a lady with a dog hat . | A man walks next to the girl wearing headphones on a winters day . | A man with glasses and a woman wearing a hat that looks like a dog are outside in the snow . | A woman with a panda hat and headphones is in front of a man outside in the snow .,0.07414396793867258
1765164972_92dac06fa9.jpg,a woman in a white shirt and a woman in a white dress,"A girl with a nose ring , earring , and Mohawk . | A person with spiky hair looks to the left . | A profile of a young person with a punk hairstyle and pierced ear and nose in a cowboy shirt . | A young person with a Mohawk and a nose piercing in a plaid shirt . | The person is posing in a red flannel shirt with a Mohawk .",0.0719754827641624
216172386_9ac5356dae.jpg,a man in a blue jacket is riding a bike through the woods,A bike sits atop a rise with mountains in the background . | A man wearing a red uniform and helmet stands on his motorbike . | A motocross bike is being ridden over rocks . | A motocross biker about to descend | The motorcyclist has reached the summit .,0.0719754827641624
1452361926_6d8c535e32.jpg,a little boy is playing with a yellow toy car,A boy sits in a toy car while drinking from his sippy cup . | A toddler drinking from a cup in a toy car . | A toddler in a red toy car drinks from a juice cup | The boy sits in his toy car sipping from a cup . | The child sits in a toy car and drinks from a sippy cup .,0.07161190261650083
2116444946_1f5d1fe5d1.jpg,a girl in a pink dress is smiling whilst smiling,A girl is standing outdoors with her hair blowing everywhere . | a girl lets her hair blow in the wind . | A girls brown hair is thrashed by the wind . | A smiling young woman is shown from the shoulders up with her long hair blowing in the wind . | Smiling girl with brown hair blowing in air .,0.07161190261650083
1468429623_f001988691.jpg,a man in a black shirt is playing with a dog in a field,"A black dog is jumping up , biting a man 's padded arm . | A dog leaps on a man . | A man training a dog to attack his padded left arm . | A man walks while a black dog is trying to bite something on the man 's arm . | The man is wearing safety gear while he is training the black dog .",0.07146998812241401
2225864432_48a24f49a4.jpg,two women in white shirts are smiling and laughing,"A woman in a animal print coat standing next to a smoking woman . | Two women are standing and one of them is smoking . | Two women outside and one is smoking | Two young women standing outside a blue door , one smoking a cigarette . | Tw woman stand outside a building , and one is smoking .",0.07112492757056975
1176580356_9810d877bf.jpg,a dog jumps over a hurdle,A big dog catches a ball on his nose | A brown and black dog is jumping to catch a red ball . | A brown and black dog jumps for a red ball . | Dog jumps to get orange ball on his head . | The brown and black dog is jumping up to catch a red ball .,0.0700929739566753
2192026581_b782d1355a.jpg,a man is climbing a cliff into the water,A bunch of people swimming in water . | A group of children in the ocean . | A group of youngsters swim in lake water | Many children are playing and swimming in the water . | Several people swim in a body of water .,0.0699543285114998
2265100168_175f8218af.jpg,a little girl is sitting in a <unk> chair,A laughing boy lies on a pit of blue balls . | A pale boy playing in a pit of blue balls . | A young boy plays in a red ball pit . | Blonde boy in red shirt plays inside inflatable with blue balls . | Two children are playing in a bin of plastic balls .,0.0699543285114998
1579798212_d30844b4c5.jpg,a little girl in a pink bathing suit is playing in a pool,"a child is laying in a bubble bath holding a yellow scrubbing brush up to his mouth as if singing into a microphone . | A child sings into a loofa in the bathtub | A little boy is laying down in a bubble bath . | Boy in bubble bath , yelling or singing into scrubbing brush . | The child is surrounded by bubbles while in the bathtub .",0.06925448261712436
129599450_cab4e77343.jpg,a man in a blue shirt is standing on a rocky hill,A backpacker in the mountains wearing an american flag . | A hiker carring an American flag . | A hiker with an American flag on his backpack walks through the woods . | A man is hiking on a mountain path with an American flag on his backpack . | A person hikes on a mountain .,0.06875393112502282
1379026456_153fd8b51b.jpg,a man in a black shirt is holding a camera,A man sits at a table in front of a computer wearing headphones . | A man with headphones on is looking at a computer screen while sitting at a table . | A young man is sitting at a table with a laptop and earphones . | A young man with headphones looking at a Macintosh laptop computer . | Man sitting with headphones at a laptop .,0.06781895221027241
239807547_4923efc821.jpg,a dog is standing on a path in the woods,two dogs fight next to rocks | Two dogs playfully wrestle in a rocky setting . | Two dogs playing next to rocks . | two dogs play on the dry ground . | Two dogs sit in the shade and lick each other 's face .,0.06772635600430824
2106772874_381824648b.jpg,a black dog is running through a grassy field,A brown and black dog and a white dog are wrestling on the carpet . | A large white dog and a smaller brown dog fight . | A white dog opens its mouth near a smaller dog . | A white dog plays with a brown dog on carpet . | Two dogs playing rough .,0.06726580344082496
159712188_d530dd478c.jpg,a man and a woman are sitting on a dock overlooking the ocean,A woman is walking past an artificial waterfall . | A woman is walking with someone else beside a pond in the city . | A woman talking on a cellphone walking in front of water . | A woman walks by a river across city buildings . | Young woman in a city park near a water feature .,0.06616869624437408
2362377137_9528692825.jpg,a man in a white shirt is standing in front of a large crowd of people,"A busy city street with neon lights , lots of people and traffic . | A crowd scene in a downtown area . | A group of people on the sidewalk of a city street . | An opposite side street-shot of Applebee 's and Dave and Buster 's restaurants . | People are gathered on a city street with police vehicles arriving .",0.06556459660975998
1082379191_ec1e53f996.jpg,a man in a blue shirt is climbing a rock wall,A lady and a man with no shirt sit on a dock . | A man and a woman are sitting on a dock together . | A man and a woman sitting on a dock . | A man and woman sitting on a deck next to a lake . | A shirtless man and a woman sitting on a dock .,0.06527078148671275
2268115375_69884e958d.jpg,a dog is jumping over a log in a grassy area,A man carries dead birds while walking down a hill . | A man is carrying numerous penguins accross a plain . | A man wearing green waterproofs is walking on a grassy cliff top carrying some penguins . | A man with multiple animals in each hand is walking down a uncut grassy hill . | The man walks through a field carrying bundles of dead birds .,0.06527078148671275
2201222219_8d656b0633.jpg,a little boy in a blue shirt is holding a large black and black dog,A boy is sitting on a brightly colored chair next to a child 's book playing a guitar . | A toddler is sitting on a red checked chair whilst playing a guitar . | A young child is sitting in a colorful chair with a guitar in his hands and a book sitting next to him . | A young child playing guitar on the chair | Young barefoot boy playing a guitar setting in a large muti colored chair with a picture of three pigs beside him .,0.06505263294751316
1507563902_6ec8d5d822.jpg,a boy in a blue shirt is jumping into a pool,a child is doing a back flip whilst jumping on a trampoline . | A girl is doing a trick on a blue trampoline and is in the air . | An upside-down child above a trampoline . | A person is upside down in the air above a trampoline outside . | Someone is flipping on a blue trampoline .,0.06482902721841177
2182050469_1edac0bc60.jpg,a man is standing on a rocky hill with a fishing pole in the background,"A person crouches at the end of a dock on a lake . | A person is squatting at the end of a pier near a lake . | A person with a red backpack squatting at the end of a dock . | a single person squated down at the edge of a pier overlooking a lake | I am squatting on a dock , looking into a lake .",0.06291683857233964
1517807181_ca6588f2a0.jpg,a boy in a blue shirt is running through a grassy area,Two children are playing with a kite out in wide open countryside . | Two children running in a field . | Two children running in a field with a kite there is a fence in the background and mountains | two young girls fly a kite . | Two young girls run across a field as they fly a kite in the cloud-covered sky .,0.0628392861239482
1563731247_7f21d8bec0.jpg,a boy in a blue shirt is holding a large bubble,A child plays on the ground in a pile of leaves . | a little girl is playing in the hay . | Little girl buried in hay throwing hay around at a lady . | The girls play in the pumpkin patch . | Two children are playing in a pile of hay with the sun shining overhead .,0.061729293904138435
2303356248_65dd6aba6f.jpg,a boy in a blue shirt is climbing a rock,Kids wearing jackets and hats swinging on tire swing in snow | Two children swing in a tire in the snow at a park . | Two children swing on a tire swing on a snowy day . | Two kids in snow hats and blue and green coats are swinging on a tire swing out in the snow . | Two young children are being pushed on a tire swing with snow on the ground .,0.06128134109992247
2119302248_72493d458c.jpg,a young boy with a black hat and a black hat is smiling,"A woman wearing a mock ancient Egyptian headdress . | A woman wearing glasses , large hoop earrings , and a hooded piece on her head . | A woman wears an Egytian-like headdress . | a woman wears her glasses . | The woman in glasses is wearing a black headdress .",0.061269637346796385
2290330500_e7bdaa58e1.jpg,a boy in a blue shirt is playing with a soccer ball,a determined girl is hitting a volleyball | A girl in a grassy field hitting a volleyball . | A woman plays volleyball . | A young girl is practicing volleyball in a grass field . | The girl is hitting the volleyball .,0.06003934299439418
2376878930_dd3e7cc544.jpg,a little boy in a blue shirt is holding a large bubble,A child holding a tennis racquet running on a tennis court . | A child runs barefoot across a blacktop parking lot . | A small boy runs barefoot on a concrete surface while holding a racket . | A young boy playing tennis on a wet court with no shoes . | Boy running along court with tennis racket .,0.06003934299439418
2318502106_33f2e4b4fc.jpg,a young boy in a blue shirt is walking through a river,A man in swim trunks is juggling on the beach | A man juggles at the beach . | A shirtness man juggles batons on the beach . | A young man in swim trunks is juggling on the beach . | Juggler on beach in blue swimsuit .,0.06003934299439418
207237775_fa0a15c6fe.jpg,two people are riding a dirt bike in a park,A man doing a back flip while another takes a picture . | A person is taking a picture of another person doing a flip in midair in the grass . | A young man takes a picture of his friend doing gymnastics in a field | One man taking a photo of another man jumping in a field by a small tree . | One person does a flip in the middle of the field while their friend takes a picture .,0.05702871379988104
1177994172_10d143cb8d.jpg,a man in a black shirt is holding a large black umbrella,"Two blonde boys , one in a camouflage shirt and the other in blue , are having a water fight . | Two boys are squirting water guns at each other . | Two boys spraying each other with water | Two children wearing jeans squirt water at each other . | Two young boys are squirting water at each other .",0.05678170484701192
1390268323_2c8204e91c.jpg,a little girl in a pink dress is climbing on a playground,"Two children climb into the back of a vehicle from the front seat . | Two children in swim trunks climb through a car | two small boys wearing only their underwear climbing a bench in a van | Two young boys are climbing over the seat in a vehicle . | Two young boys , wearing just underwear , climb around a vehicle .",0.05678170484701192
2206594874_5e0087c6b7.jpg,a woman in a black dress is holding a baby in a black dress,A couple sits at a cramped table in a busy restaurant . | A couple sits at a table for lunch in a mall . | A man and woman sit at a table in a restaurant . | A man and woman sit at a table inside a fast food restaurant . | The man wearing black makes a face as the woman across from him speaks .,0.054305447428505634
2061354254_faa5bd294b.jpg,a boy in a red uniform is kicking a ball in a game,A boy hangs from a t-bar while a man gives him a push . | A little boy being pushed by an older person on playground | A little boy is going down a pulley swing . | a man pushes a boy on a zip line . | A smiling boy slides down a rope while hanging on .,0.053924126937990334
2247192427_5e106f24a9.jpg,a basketball player in a red uniform is running with a ball,Children play basketball on a court . | four young boys play basketball . | Several children are playing a basketball game on a basketball court . | Three small boys play basketball indoors . | Three small boys playing basketball .,0.05284133043873052
1489286545_8df476fa26.jpg,a man in a black jacket is standing in front of a large crowd,A man and a dog sit on a bench near a body of water . | A man and his dog watch the sunset from a bench . | A man holding a dog sitting on a bench overlooking a lake . | a man holds his dog near a pond . | A man sits on a bench holding his dog and looking at the water .,0.05188574832299887
2083434441_a93bc6306b.jpg,a man in a black jacket is standing in front of a large crowd,"an elderly woman is riding a bicycle in the city as a yellow taxi is about to pass by . | An elderly woman rides a bicycle along a city street . | An older woman with blond hair rides a bicycle down the street . | A woman in a grey overcoat rides her bicycle along a street . | Older woman wearing glassses riding a bicycle with a shopping bag on the handle , yellow car is in the background .",0.05188574832299887
2337809114_899ba61330.jpg,a girl in a pink dress is holding a baby in a black dress,"A boy and girl are placing a red blindfold over a woman 's eyes . | A girl is blindfolded by a young boy and girl . | A person being blindfolded by a girl and a boy . | Three kids play , one is blindfolded . | Two young children are playing with a teenage girl who is blindfolded .",0.05188574832299887
1022454428_b6b660a67b.jpg,a man in a blue shirt is sitting on a bench in front of a large crowd of people,"A couple and an infant , being held by the male , sitting next to a pond with a near by stroller . | A couple sit on the grass with a baby and stroller . | A couple with their newborn baby sitting under a tree facing a lake . | A man and woman care for an infant along the side of a body of water . | Couple with a baby sit outdoors next to their stroller .",0.04957553608083409
1439282131_3814d6ae04.jpg,a dog swimming in a lake,The two dogs are in the water retrieving a stick . | Two dogs are holding the same stick in their mouths while in the water . | Two dogs in the surf holding on to the same stick . | Two dogs in the water fighting over a stick . | Two dogs swimming with a stick .,0.049475702907177795
1417031097_ab656bc4bd.jpg,a man in a blue shirt is riding a bike down a city street,A person is laughing on a roller coaster ride . | A photo of a ride at an amusement park on an overcast day . | People are in a ride that drops you from a great height . | People on an amusement park ride . | People on a ride at a fair .,0.049070511103326775
1897025969_0c41688fa6.jpg,two black dogs are playing with a toy,"A black dog and a tan dog fighting . | A black dog and a white dog are wrestling on the ground . | A black dog bites a white dog while standing on the sand . | two dogs fight . | Two dogs , one white and one black , play with each other in the sand .",0.044760819815797624
2363419943_717e6b119d.jpg,a man in a white shirt and a white shirt is standing in front of a brick wall,A lady and her little girl are holding hands and walking up the sidewalk . | A mother and child run hand in hand through Chinatown in an American City . | a woman and a child both wearing red outfits walking up a street | Child in red holding the hand of person in red coat walking on sidewalk under awnings . | woman and little girl wearing red in Asian area,0.04466945939898774
2245618207_fa486ba2b7.jpg,a little girl is holding a large bubble,"A child in red jumps on a red object while others laugh . | A child touching a red plastic object , with a crowd behind him . | A girl in a crowd laughs and climbs on something . | Many children having fun outside near large buildings . | There is a girl in a red jacket smiling with her hand on a red blowup and a crowd behind her .",0.04276640266616225
2239938351_43c73c887c.jpg,two dogs are playing in a grassy field,"A big black dog carries a blue ball while two Corgis run at his side . | A black doberman , a brown and white corgi and a black , brown and white corgi play with a blue ball on the grass . | Three dogs , one of whom has a blue ball . | Three dogs on grass , one with a blue ball in its mouth . | Three dogs playing with a blue ball .",0.04276640266616225
237953705_cfe6999307.jpg,two young girls are playing with a toy,a group of young children playing in the grass with toilet paper | Four children having fun outside trying to cover each other in toilet paper . | Kids having play fight in toilet paper shreds . | The three young children played with some toilet paper in the grass . | Young children playing in a pile of toilet paper .,0.040445966468773985
2255266906_8222af18b9.jpg,a little boy is sitting on a couch,A bird sits in a leafless tree . | A bird sits in a tree . | a black bird sits in a dead tree . | A black bird sitting in a leafless tree . | A grey dove in a bare tree .,0.03763921292692165
2218907190_5f43bf5e4d.jpg,a woman is sitting on a brown dog,A dog begins to climb a brick staircase near plants . | A dog climbing stone stairs surrounded by plants . | A dog climbs steps near plants . | A dog runs up some outdoor steps . | A small dog going up concrete stairs near many plants .,0.03763921292692165
1511807116_41c3645e8c.jpg,a dog is chewing on a red leash,A black dog plays with another animal . | Two dogs wrestle in the grass . | Two dogs wrestle in the ground . | Two puppies are wrestling on green grass . | Two puppies wrestle with each other,0.03763921292692165
2346402952_e47d0065b6.jpg,a man in a black jacket is standing in front of a large crowd of people,Three people are looking into photographic equipment . | Three women are looking into a camera . | Two women are operating a laptop connected to a camera in a parking lot with a third person standing by . | Two women on a movie set reviewing film | Two women reviewing pictures they took .,0.03733178551383083
2148013097_6a4f495bc5.jpg,a little boy is playing with a yellow toy,"Three young boys looking through a window . | Two kids and a woman wave enthusiastically from behind a window . | Two kids are looking through a window with an adult in the back . | Two little boys and their mom smiling on the outside of a window . | Two young children , one wearing a red striped shirt , are looking in through the window while an adult in a pink shirt watches from behind .",0.03639174582593262
2355578735_286af5b202.jpg,a little boy is sitting on a wooden bench,A boy in a fuzzy goat holds a craw and looks at it . | A boy in a grey coat holds a sea creature . | A boy looks at the crab he is holding . | A boy wearing a hooded jacket holds a crab . | A child wearing a gray sweater holds a crab and looks at it .,0.03639174582593262
2363006088_b3e3aa5c0b.jpg,two children are playing with a toy car,A little boy chases chickens . | a young boy chases chickens . | A young boy runs after some chickens . | a young boy wearing white shoes chasing after several chickens | A young child runs with chickens .,0.03401086821506398
2112921744_92bf706805.jpg,a person is climbing up a rocky hill,"A dog on a green hillside . | A dog standing on the side of a mountain . | A dog stands on the side of a grassy cliff . | A fluffy white dog looks down a steep , grassy embankment . | A white dog is standing on a grassy hillside .",0.03321648882373042
2295894587_2fd8faf550.jpg,two white dogs are playing in a snow covered field,A small white dog in the snow . | A white dog is running through the snow . | A white dog running across the snow . | The white dog is hard to see in the snow as it runs payfully . | White dog with mouth open running in the snow .,0.033173907815632314
1260816604_570fc35836.jpg,a man is riding a bike down a city street,"A person drives in a red car . | A person in a red car , with a bridge in the background . | A person waits inside a red compact car . | A red car driving over a bridge . | The lady in the red car is crossing the bridge .",0.033173907815632314
2295750198_6d152d7ceb.jpg,a boy in a blue shirt is running through the water,A girl is standing on one leg in the middle of the field . | A girl with her leg out on a lawn . | a little girl kicks into the air . | A warmly dressed girl kicks up her leg outdoors . | Person walking in the field .,0.03229693932231752
2363540508_9dd1ccf7c7.jpg,a boy in a blue shirt is climbing a wooden wall,"A girl goes down a red slide . | A girl inside a long tubular slide . | A little girl with long hear and something in her mouth , wearing light-colored clothing is sliding down a tunnel . | A young girl going down a tube slide . | Young girl in tunnel slide",0.030544559360566513
1414820925_3504c394e1.jpg,a boy in a blue shirt is jumping on a trampoline,A man in red shorts jumping in back of a volleyball net . | A man in red shorts jumps behind a volleyball net . | A man in red swim trunks playing volleyball . | Athletic man spiking volleyball . | Guy in red shorts jumping up in front of volleyball net,0.030544559360566513
2396025708_e4a72e2558.jpg,a group of people are riding a raft through the water,"A man parasails in the waves , | A man rides large waves on a wind sail . | A man windsurfs in the ocean . | A person parasails on the crest of a wave . | A windsurfer in the waves of the ocean .",0.030544559360566513
2399551242_c62a46dd5f.jpg,a girl in a pink bathing suit is standing in a pool,Children in swimming suits playing in water . | kids are playing in water fountains | Kids in bathing suits with water splashing around them . | Two children are playing at a water park . | Young children play in the sprinkler .,0.028347903757100078
1858963639_4588cd4be9.jpg,a young boy in a blue shirt is sitting on a wooden bench,A girl with a red helmet carying a lot of rope . | A smiling woman wearing a red hardhat has a long length of rope around her shoulders . | A woman wearing a red helmet is holding a rope and smiling . | A woman with a helmet and climbing rope smiles at the camera . | The smiling woman in the red helmet is outdoors holding a very long rope .,0.02799946799246989
1982852140_56425fa7a2.jpg,a man in a black wetsuit is surfing a black dog,An adult and a child run on the beach . | A woman and a little girl playing in the sand next to the ocean | Two people run down the beach and one of them is pointing . | Two people running on a beach . | two people running on the shore of a beach,0.027890259030659368
1277743944_f4e8c78403.jpg,a man is riding a large brown horse,"A boy dressed in khaki shorts and a red shirt runs on a beach with green , white and blue structures and a half moon behind him . | A boy in a red sweater running on the beach | A boy wearing a red shirt runs along a beach . | A boy wearing a red sweater runs along a colorful beach . | Young boy in red runs on beach and passes white , blue and green beach huts .",0.026487690798830184
1475046848_831245fc64.jpg,a boy in a blue bathing suit is jumping into a pool,A blonde woman in blue shorts walks on the beach carrying her shoes . | A woman in blue shorts is carrying her shoes whilst walking on the beach next to the ocean . | Blond woman with blue shorts walks along beach carrying shoes in one hand . | Woman carrying her shoes on a beach . | Woman in blue shorts walking barefoot on the beach,0.026081330518169535
2286823363_7d554ea740.jpg,a boy in a blue shirt is standing in front of a large tree,A little boy jumping from one chair to another . | A young boy jumps from one black chair to another . | A young boy is leaping from one chair to another . | A young boy jumping from one chair to another in his house | A young boy leaps from chair to chair .,0.024869542143125947
2042009399_afad34e7c1.jpg,a boy in a red uniform is about to kick a ball,A group of boys play flag football while some bystanders watch . | Kids playing tag football . | several boys playing flag football in blue and white uniforms | Some boys in team uniforms are outside playing sports while people watch . | Young boys play touch football .,0.02383765064930276
